snapshot_date,product_id,warehouse,opening_stock,received,dispatched,closing_stock,stock_value
2022-01-02,P1059,WH_Mumbai,3856,1966,2881,172,476871
2022-01-02,P1034,WH_Delhi,6480,1420,486,116,289617
2022-01-02,P1006,WH_Mumbai,641,1820,1160,5177,420786
2022-01-02,P1190,WH_Kolkata,892,1290,1134,2688,342612
2022-01-02,P1196,WH_Kolkata,6532,122,2582,6598,481593
2022-01-02,P1133,WH_Bangalore,2828,1321,2314,7347,104976
2022-01-02,P1098,WH_Bangalore,5773,599,2643,3319,214756
2022-01-02,P1112,WH_Bangalore,8296,1789,1639,1764,245386
2022-01-02,P1239,WH_Kolkata,6914,572,333,7741,294628
2022-01-02,P1194,WH_Kolkata,3220,451,2030,6061,137493
2022-01-02,P1232,WH_Bangalore,7279,165,770,6648,407501
2022-01-02,P1093,WH_Bangalore,4798,867,2211,2668,185035
2022-01-02,P1184,WH_Mumbai,1762,5,2357,626,481258
2022-01-02,P1019,WH_Bangalore,6594,1492,444,4331,220759
2022-01-02,P1110,WH_Mumbai,4507,1931,206,5580,386880
2022-01-02,P1275,WH_Bangalore,1542,818,1114,2884,230579
2022-01-02,P1109,WH_Kolkata,8250,463,2149,1783,142909
2022-01-02,P1013,WH_Delhi,7283,781,2745,254,256575
2022-01-02,P1161,WH_Bangalore,2064,676,914,998,224039
2022-01-02,P1262,WH_Delhi,4382,361,2462,2087,277075
2022-01-02,P1270,WH_Mumbai,7748,496,352,6905,333081
2022-01-02,P1080,WH_Mumbai,4587,77,1555,3501,367376
2022-01-02,P1084,WH_Kolkata,1835,921,386,3850,213944
2022-01-02,P1138,WH_Bangalore,7715,1914,2501,5995,119046
2022-01-02,P1189,WH_Bangalore,3111,1245,2539,3544,483686
2022-01-02,P1056,WH_Bangalore,3296,1822,100,121,346889
2022-01-02,P1060,WH_Kolkata,6777,1273,2115,3080,265013
2022-01-02,P1051,WH_Bangalore,8335,182,763,6518,254308
2022-01-02,P1022,WH_Mumbai,8405,1051,1892,6813,143568
2022-01-02,P1002,WH_Bangalore,6146,134,307,250,465209
2022-01-02,P1101,WH_Mumbai,3800,929,2863,4034,408573
2022-01-02,P1091,WH_Mumbai,582,1855,2000,6504,484171
2022-01-02,P1130,WH_Bangalore,5175,1524,666,6853,220201
2022-01-02,P1048,WH_Mumbai,944,57,2024,2261,339339
2022-01-02,P1220,WH_Bangalore,6946,188,937,5809,367382
2022-01-02,P1045,WH_Mumbai,716,938,1674,5929,272244
2022-01-02,P1225,WH_Delhi,9547,1,2939,6350,99208
2022-01-03,P1097,WH_Kolkata,4052,414,1398,3394,173007
2022-01-03,P1115,WH_Mumbai,4201,58,1431,7748,294085
2022-01-03,P1205,WH_Bangalore,4460,316,2782,6315,421471
2022-01-03,P1251,WH_Kolkata,766,1172,2700,6963,135215
2022-01-03,P1269,WH_Kolkata,6669,1071,522,5505,344665
2022-01-03,P1127,WH_Mumbai,1283,1012,1493,6575,94396
2022-01-03,P1022,WH_Bangalore,2825,1023,979,2559,317293
2022-01-03,P1094,WH_Delhi,1040,919,662,7474,218117
2022-01-03,P1160,WH_Bangalore,8016,666,596,108,191991
2022-01-03,P1102,WH_Mumbai,4111,668,2806,2086,51756
2022-01-03,P1196,WH_Kolkata,8290,1076,1341,6239,193987
2022-01-03,P1261,WH_Delhi,6155,935,603,3300,377209
2022-01-03,P1203,WH_Mumbai,8711,1451,461,827,407284
2022-01-03,P1123,WH_Delhi,3330,1890,2130,6544,164871
2022-01-03,P1237,WH_Mumbai,7108,1595,2625,437,359138
2022-01-03,P1186,WH_Bangalore,9705,604,1708,5517,220507
2022-01-03,P1047,WH_Bangalore,1869,634,2298,1574,380091
2022-01-03,P1233,WH_Mumbai,4162,776,2926,4743,209532
2022-01-03,P1180,WH_Delhi,7508,166,1358,1435,384678
2022-01-03,P1028,WH_Kolkata,4155,115,704,6387,301255
2022-01-03,P1214,WH_Delhi,893,979,2154,5729,53377
2022-01-03,P1245,WH_Delhi,6522,1045,1487,302,467036
2022-01-03,P1143,WH_Delhi,9632,1367,2137,5813,314131
2022-01-03,P1216,WH_Bangalore,6148,374,708,977,265382
2022-01-03,P1183,WH_Delhi,8621,1650,2608,7454,82423
2022-01-03,P1114,WH_Kolkata,1265,1658,2703,7076,129206
2022-01-03,P1087,WH_Bangalore,7666,1454,619,6405,499797
2022-01-03,P1254,WH_Kolkata,4303,704,2314,7958,483045
2022-01-03,P1077,WH_Kolkata,1740,1671,1224,7446,184161
2022-01-03,P1206,WH_Mumbai,3778,686,1456,991,198276
2022-01-03,P1211,WH_Delhi,2395,1506,396,1218,159897
2022-01-03,P1007,WH_Delhi,3709,1124,2523,6320,166745
2022-01-03,P1080,WH_Delhi,3532,1282,758,1251,285456
2022-01-03,P1126,WH_Bangalore,2184,86,306,1709,63976
2022-01-03,P1063,WH_Delhi,2508,1484,2005,4027,483127
2022-01-03,P1257,WH_Bangalore,5457,1033,406,3048,314041
2022-01-03,P1118,WH_Delhi,9460,1105,652,4009,367058
2022-01-03,P1061,WH_Delhi,8964,1326,556,3662,396040
2022-01-03,P1141,WH_Mumbai,4064,1113,1468,5026,132113
2022-01-03,P1220,WH_Bangalore,7302,1205,1946,5555,129853
2022-01-03,P1140,WH_Bangalore,2342,860,2981,996,493987
2022-01-03,P1049,WH_Delhi,6751,1237,1438,6934,110351
2022-01-03,P1184,WH_Bangalore,9062,949,1295,5978,431553
2022-01-03,P1019,WH_Mumbai,2315,140,1966,4849,393068
2022-01-03,P1147,WH_Bangalore,2765,476,2112,2450,163286
2022-01-03,P1003,WH_Bangalore,8073,293,582,4083,341631
2022-01-03,P1058,WH_Mumbai,3725,1090,2202,6203,50907
2022-01-03,P1179,WH_Mumbai,579,1257,1924,4734,490287
2022-01-03,P1252,WH_Delhi,4262,899,1696,3009,413548
2022-01-03,P1199,WH_Kolkata,6342,1108,2297,7864,128409
2022-01-04,P1241,WH_Mumbai,5417,809,2027,1351,55827
2022-01-04,P1269,WH_Kolkata,4167,540,2067,4615,162662
2022-01-04,P1024,WH_Delhi,8619,491,1307,581,113052
2022-01-04,P1205,WH_Mumbai,5557,649,1727,2456,467484
2022-01-04,P1098,WH_Bangalore,962,677,1623,7011,246359
2022-01-04,P1160,WH_Mumbai,8332,36,2633,1695,381216
2022-01-04,P1262,WH_Delhi,5388,884,2130,2722,356768
2022-01-04,P1193,WH_Bangalore,772,1555,1959,2541,340606
2022-01-04,P1004,WH_Kolkata,2802,1887,1342,295,445322
2022-01-04,P1137,WH_Mumbai,1684,916,2698,6290,289898
2022-01-04,P1233,WH_Bangalore,7721,666,1617,4180,403440
2022-01-04,P1154,WH_Kolkata,5322,102,1299,7520,452381
2022-01-04,P1015,WH_Delhi,8882,1280,2688,1933,150766
2022-01-04,P1104,WH_Mumbai,3850,18,1088,2055,413323
2022-01-04,P1143,WH_Delhi,2136,354,2978,1052,347825
2022-01-04,P1060,WH_Mumbai,3775,1331,2820,6095,425192
2022-01-04,P1009,WH_Bangalore,4583,659,1976,745,317788
2022-01-04,P1256,WH_Kolkata,2893,1260,2196,4507,63631
2022-01-04,P1105,WH_Mumbai,977,558,135,6821,58371
2022-01-04,P1141,WH_Mumbai,7298,1022,1694,7007,241151
2022-01-04,P1055,WH_Mumbai,8904,432,2426,1863,149230
2022-01-04,P1226,WH_Bangalore,5288,613,2001,3361,128663
2022-01-04,P1259,WH_Delhi,7478,754,483,5158,484972
2022-01-04,P1101,WH_Bangalore,9636,1892,1513,5164,252662
2022-01-04,P1069,WH_Mumbai,4464,979,2142,4719,356510
2022-01-04,P1081,WH_Mumbai,8132,1011,1142,1255,493199
2022-01-04,P1186,WH_Bangalore,2974,1175,463,6825,404842
2022-01-04,P1047,WH_Kolkata,5922,1775,775,7309,499543
2022-01-04,P1268,WH_Delhi,775,1451,2681,7638,457298
2022-01-04,P1121,WH_Bangalore,2826,647,642,7725,481612
2022-01-04,P1097,WH_Kolkata,8242,1510,1589,4678,339969
2022-01-04,P1223,WH_Kolkata,4132,918,1134,4470,392918
2022-01-04,P1139,WH_Mumbai,9435,1560,399,6350,362961
2022-01-04,P1006,WH_Bangalore,1886,844,2285,6542,146327
2022-01-04,P1013,WH_Delhi,6564,1000,603,4408,466653
2022-01-04,P1078,WH_Delhi,5770,1508,223,5288,251274
2022-01-04,P1063,WH_Delhi,1948,90,1125,6463,479769
2022-01-04,P1265,WH_Kolkata,854,274,1015,7895,385070
2022-01-04,P1033,WH_Mumbai,5102,366,2397,1529,491797
2022-01-04,P1228,WH_Delhi,1242,1090,2043,1326,287916
2022-01-04,P1023,WH_Delhi,9504,1963,1744,1226,221730
2022-01-04,P1267,WH_Kolkata,8923,266,439,6792,75983
2022-01-04,P1175,WH_Bangalore,7402,801,1345,7085,197808
2022-01-04,P1252,WH_Delhi,6332,561,2547,7644,223746
2022-01-04,P1111,WH_Delhi,1040,1392,1544,2730,69816
2022-01-04,P1185,WH_Bangalore,9864,1485,2239,710,215092
2022-01-04,P1025,WH_Kolkata,9443,230,671,3400,497927
2022-01-04,P1065,WH_Kolkata,5029,1839,302,1405,56946
2022-01-04,P1156,WH_Mumbai,9944,551,963,3137,480640
2022-01-04,P1190,WH_Delhi,9414,1464,913,3742,412413
2022-01-05,P1124,WH_Mumbai,6452,1028,1290,4621,335833
2022-01-05,P1205,WH_Delhi,2833,719,2314,1740,127320
2022-01-05,P1142,WH_Kolkata,2244,227,931,6612,72833
2022-01-05,P1261,WH_Kolkata,3654,1912,946,512,288506
2022-01-05,P1072,WH_Mumbai,6594,709,280,4286,197748
2022-01-05,P1033,WH_Delhi,4121,931,951,321,171078
2022-01-05,P1164,WH_Mumbai,6522,450,980,1276,401839
2022-01-05,P1252,WH_Kolkata,618,1070,744,7038,155254
2022-01-05,P1237,WH_Delhi,523,1156,464,3148,496316
2022-01-05,P1065,WH_Mumbai,8406,1501,2023,284,106253
2022-01-05,P1051,WH_Delhi,5017,665,316,2024,278981
2022-01-05,P1161,WH_Mumbai,1122,1517,425,7480,79718
2022-01-05,P1060,WH_Bangalore,6133,136,2129,7758,289481
2022-01-05,P1006,WH_Bangalore,5216,585,684,2481,423886
2022-01-05,P1175,WH_Kolkata,2867,1725,2473,4708,435745
2022-01-05,P1247,WH_Mumbai,6650,1931,2256,463,113773
2022-01-05,P1003,WH_Bangalore,4436,207,202,2067,322511
2022-01-05,P1191,WH_Bangalore,8068,1509,2271,1035,178852
2022-01-05,P1185,WH_Bangalore,1531,282,885,4867,267964
2022-01-05,P1194,WH_Bangalore,1313,1789,139,3622,96787
2022-01-05,P1019,WH_Delhi,8510,262,2224,7296,190658
2022-01-05,P1025,WH_Bangalore,1365,790,2072,7421,329488
2022-01-05,P1149,WH_Kolkata,7985,975,2803,324,264640
2022-01-05,P1131,WH_Delhi,4525,744,1999,2803,326330
2022-01-05,P1082,WH_Delhi,5907,836,1144,4410,451957
2022-01-05,P1234,WH_Kolkata,4772,543,1793,3263,228675
2022-01-05,P1062,WH_Delhi,6954,1526,572,3083,165433
2022-01-05,P1023,WH_Mumbai,6326,291,2596,7159,422144
2022-01-05,P1041,WH_Delhi,4349,195,243,1553,455126
2022-01-05,P1004,WH_Delhi,7274,1773,2251,4439,55569
2022-01-05,P1156,WH_Kolkata,7719,1468,1713,7536,487600
2022-01-05,P1188,WH_Mumbai,8885,1135,1954,430,65695
2022-01-05,P1016,WH_Bangalore,1962,1138,1509,3865,256429
2022-01-05,P1031,WH_Bangalore,4017,1319,1256,1718,476593
2022-01-05,P1122,WH_Bangalore,6303,1711,1480,7044,377497
2022-01-05,P1054,WH_Bangalore,7490,65,690,3275,286642
2022-01-05,P1151,WH_Mumbai,6495,303,2659,5166,291565
2022-01-05,P1020,WH_Delhi,614,1804,1580,3189,178500
2022-01-05,P1029,WH_Kolkata,6752,1683,2701,5322,488065
2022-01-05,P1095,WH_Mumbai,6424,113,2049,7547,195726
2022-01-05,P1152,WH_Bangalore,3093,1045,2950,7130,400821
2022-01-05,P1248,WH_Delhi,7495,1812,449,5428,187883
2022-01-05,P1120,WH_Delhi,3317,1449,1132,120,475930
2022-01-05,P1148,WH_Mumbai,9386,1361,1222,3506,490363
2022-01-05,P1132,WH_Delhi,6733,1311,252,5601,245444
2022-01-05,P1275,WH_Delhi,7972,1588,873,6855,113023
2022-01-05,P1012,WH_Delhi,8197,1200,746,240,294204
2022-01-05,P1217,WH_Kolkata,6888,312,2238,5400,274006
2022-01-05,P1174,WH_Delhi,2002,1889,2230,5659,223257
2022-01-05,P1182,WH_Kolkata,6002,833,2332,6407,278889
2022-01-06,P1234,WH_Kolkata,2671,1671,1221,7252,69191
2022-01-06,P1033,WH_Bangalore,5028,1087,1665,2136,316456
2022-01-06,P1082,WH_Delhi,6846,208,2556,3567,485823
2022-01-06,P1163,WH_Mumbai,1058,1781,1948,1355,121722
2022-01-06,P1075,WH_Bangalore,8731,213,586,6579,62077
2022-01-06,P1077,WH_Kolkata,3311,41,1331,6643,370037
2022-01-06,P1134,WH_Delhi,2102,1808,2480,920,260584
2022-01-06,P1230,WH_Kolkata,8776,1952,2993,5123,463292
2022-01-06,P1130,WH_Delhi,9852,1655,1607,3035,104167
2022-01-06,P1132,WH_Mumbai,6346,582,602,7388,442709
2022-01-06,P1020,WH_Kolkata,10000,976,1130,1408,65520
2022-01-06,P1197,WH_Bangalore,2541,685,2161,7539,155346
2022-01-06,P1024,WH_Bangalore,4346,22,1347,6410,473441
2022-01-06,P1237,WH_Delhi,8229,805,528,1690,250655
2022-01-06,P1029,WH_Delhi,1454,839,876,480,344415
2022-01-06,P1166,WH_Kolkata,3200,1113,2296,4240,439785
2022-01-06,P1265,WH_Mumbai,5637,730,133,4629,491812
2022-01-06,P1062,WH_Delhi,8590,1104,2087,5721,160590
2022-01-06,P1253,WH_Mumbai,2881,1983,1410,2121,307172
2022-01-06,P1122,WH_Kolkata,7753,490,860,2830,58372
2022-01-06,P1145,WH_Mumbai,2304,105,1956,4953,391147
2022-01-06,P1019,WH_Mumbai,3377,1278,2681,3930,190016
2022-01-06,P1182,WH_Kolkata,5681,178,2540,294,261647
2022-01-06,P1116,WH_Bangalore,2612,714,2060,7687,373838
2022-01-06,P1112,WH_Kolkata,7329,18,2957,5859,391700
2022-01-06,P1137,WH_Mumbai,8112,1068,1955,1950,314634
2022-01-06,P1259,WH_Mumbai,2526,458,638,6298,473493
2022-01-06,P1245,WH_Kolkata,3966,262,636,1962,133265
2022-01-06,P1231,WH_Bangalore,7852,1600,2709,5701,310169
2022-01-06,P1189,WH_Delhi,7611,1730,2078,5639,433449
2022-01-06,P1100,WH_Delhi,2229,173,2180,1465,275631
2022-01-06,P1090,WH_Kolkata,2742,1634,764,911,224099
2022-01-06,P1117,WH_Delhi,4065,1383,1705,4443,448006
2022-01-06,P1113,WH_Bangalore,7081,91,750,4093,227998
2022-01-06,P1012,WH_Kolkata,5430,426,1612,6831,432729
2022-01-06,P1264,WH_Kolkata,6284,779,2731,5745,284050
2022-01-06,P1238,WH_Kolkata,6114,606,2924,2248,296061
2022-01-06,P1125,WH_Kolkata,7711,1429,271,2674,176906
2022-01-06,P1217,WH_Bangalore,3020,109,443,1094,311333
2022-01-06,P1050,WH_Mumbai,4792,358,1960,3885,282184
2022-01-06,P1093,WH_Mumbai,1723,63,2192,4358,244634
2022-01-06,P1101,WH_Mumbai,8450,1556,207,3187,186498
2022-01-06,P1150,WH_Delhi,8381,1922,1262,4570,365535
2022-01-06,P1052,WH_Mumbai,1579,306,2169,1151,175972
2022-01-06,P1092,WH_Bangalore,4936,195,2509,7133,302389
2022-01-06,P1030,WH_Kolkata,9939,1638,2156,7308,261841
2022-01-06,P1226,WH_Kolkata,5376,6,1461,7483,213283
2022-01-06,P1232,WH_Delhi,1359,263,1926,6339,328682
2022-01-06,P1210,WH_Kolkata,3250,1020,2759,4226,153192
2022-01-06,P1147,WH_Delhi,8210,1243,1018,4787,347586
2022-01-07,P1259,WH_Kolkata,2761,1830,1443,1119,373468
2022-01-07,P1002,WH_Kolkata,9565,499,973,176,258818
2022-01-07,P1144,WH_Delhi,957,223,1464,4282,97189
2022-01-07,P1068,WH_Delhi,2546,1994,368,2271,347925
2022-01-07,P1020,WH_Bangalore,4907,1242,1772,7530,291727
2022-01-07,P1166,WH_Kolkata,600,1745,2428,3450,241494
2022-01-07,P1097,WH_Mumbai,4202,1742,1354,6740,372536
2022-01-07,P1023,WH_Kolkata,9375,623,801,2089,235855
2022-01-07,P1014,WH_Mumbai,8804,582,724,5536,361531
2022-01-07,P1003,WH_Kolkata,5463,1800,676,6065,222542
2022-01-07,P1056,WH_Kolkata,7042,1327,1953,5669,202437
2022-01-07,P1117,WH_Kolkata,9177,341,1882,3892,171064
2022-01-07,P1103,WH_Bangalore,9248,495,1420,698,461430
2022-01-07,P1239,WH_Kolkata,5253,1656,2707,1530,289719
2022-01-07,P1209,WH_Bangalore,2322,640,2014,891,395569
2022-01-07,P1129,WH_Delhi,8899,632,337,5257,104120
2022-01-07,P1172,WH_Delhi,3725,1909,2367,6967,390690
2022-01-07,P1168,WH_Kolkata,9270,170,2958,4226,122861
2022-01-07,P1017,WH_Mumbai,8810,1552,2390,7816,194361
2022-01-07,P1143,WH_Kolkata,3650,1133,2961,3369,456751
2022-01-07,P1099,WH_Mumbai,1767,767,1778,7192,338862
2022-01-07,P1192,WH_Delhi,942,124,1530,7672,499595
2022-01-07,P1127,WH_Delhi,4005,1620,539,6140,155690
2022-01-07,P1087,WH_Bangalore,5966,49,2767,7044,379002
2022-01-07,P1042,WH_Mumbai,2550,832,668,1978,257790
2022-01-07,P1027,WH_Kolkata,7136,1760,2927,3030,488181
2022-01-07,P1050,WH_Delhi,9946,1055,1300,5144,96911
2022-01-07,P1123,WH_Bangalore,5657,1649,2235,7888,254254
2022-01-07,P1231,WH_Kolkata,6159,644,788,5345,197707
2022-01-07,P1190,WH_Bangalore,9316,1627,2589,1670,150620
2022-01-07,P1198,WH_Bangalore,3327,1842,2701,4011,111093
2022-01-07,P1026,WH_Mumbai,2174,1455,1643,5266,90563
2022-01-07,P1057,WH_Delhi,9686,837,2867,4982,182837
2022-01-07,P1063,WH_Bangalore,7108,50,2843,4958,299583
2022-01-07,P1116,WH_Kolkata,7711,1014,2484,1442,169388
2022-01-07,P1019,WH_Bangalore,2374,97,815,2243,478311
2022-01-07,P1180,WH_Kolkata,3613,1833,2100,6538,269529
2022-01-07,P1128,WH_Kolkata,5256,1725,1006,3383,414533
2022-01-07,P1079,WH_Delhi,4766,1848,708,2148,451076
2022-01-07,P1244,WH_Delhi,4962,1498,1014,5049,68463
2022-01-07,P1065,WH_Mumbai,7720,1156,1990,4330,223124
2022-01-07,P1135,WH_Mumbai,1956,97,835,5034,173407
2022-01-07,P1004,WH_Delhi,1840,90,1754,4316,124720
2022-01-07,P1084,WH_Delhi,1211,317,2789,2316,452440
2022-01-07,P1032,WH_Kolkata,3464,883,2233,1234,143444
2022-01-07,P1066,WH_Kolkata,8694,807,1886,4924,472511
2022-01-07,P1126,WH_Bangalore,1603,951,485,4172,104558
2022-01-07,P1078,WH_Bangalore,6846,272,1861,4697,231952
2022-01-07,P1034,WH_Bangalore,1396,416,339,7182,141909
2022-01-07,P1092,WH_Kolkata,8174,1811,2308,1279,150146
2022-01-08,P1063,WH_Delhi,8793,191,2205,4602,365258
2022-01-08,P1223,WH_Bangalore,5501,1415,2733,466,363904
2022-01-08,P1092,WH_Bangalore,1190,494,2129,5617,170997
2022-01-08,P1067,WH_Bangalore,3174,1384,1645,7312,400320
2022-01-08,P1048,WH_Delhi,5254,1087,1209,3237,124211
2022-01-08,P1032,WH_Bangalore,9880,584,1575,6798,319411
2022-01-08,P1239,WH_Delhi,7800,1345,298,4885,487888
2022-01-08,P1053,WH_Bangalore,1963,780,1203,2919,237532
2022-01-08,P1200,WH_Mumbai,7469,736,741,6273,470610
2022-01-08,P1155,WH_Kolkata,2737,886,1156,5725,434858
2022-01-08,P1102,WH_Kolkata,5786,1015,165,4913,463563
2022-01-08,P1045,WH_Kolkata,3772,371,2903,2692,279127
2022-01-08,P1081,WH_Bangalore,6951,365,346,6684,271835
2022-01-08,P1236,WH_Bangalore,8181,1551,2794,103,115638
2022-01-08,P1058,WH_Mumbai,6393,1283,255,1616,242071
2022-01-08,P1065,WH_Mumbai,6141,1323,1309,5893,330354
2022-01-08,P1268,WH_Delhi,5271,1160,2606,4609,491882
2022-01-08,P1073,WH_Kolkata,5814,682,708,278,114709
2022-01-08,P1152,WH_Bangalore,8294,560,927,2352,475420
2022-01-08,P1020,WH_Delhi,5405,235,2171,3386,205177
2022-01-08,P1263,WH_Bangalore,1922,1410,1393,5811,139564
2022-01-08,P1031,WH_Delhi,1566,646,2934,2711,343270
2022-01-08,P1110,WH_Delhi,1930,494,1037,1144,124635
2022-01-08,P1016,WH_Mumbai,6807,1968,556,3587,473557
2022-01-08,P1047,WH_Delhi,8819,1057,165,5975,258865
2022-01-08,P1225,WH_Kolkata,7861,1703,1476,7300,476340
2022-01-08,P1052,WH_Bangalore,7099,628,531,4594,373122
2022-01-08,P1232,WH_Bangalore,6688,753,2373,1995,78558
2022-01-08,P1088,WH_Bangalore,4635,1039,1694,5167,322303
2022-01-08,P1147,WH_Bangalore,1923,169,1812,4514,404028
2022-01-08,P1002,WH_Bangalore,3538,725,1579,6875,74606
2022-01-08,P1041,WH_Delhi,7811,1359,2311,1202,495798
2022-01-08,P1094,WH_Bangalore,9038,1382,2480,3336,125368
2022-01-08,P1027,WH_Delhi,5418,559,2146,3645,277814
2022-01-08,P1153,WH_Kolkata,8619,1177,2550,3494,469538
2022-01-08,P1021,WH_Delhi,751,1086,261,5799,493767
2022-01-08,P1099,WH_Delhi,3480,1010,833,4205,297622
2022-01-08,P1214,WH_Mumbai,2611,976,2104,405,331588
2022-01-08,P1182,WH_Delhi,1781,1584,2425,6381,51319
2022-01-08,P1113,WH_Mumbai,513,498,647,6139,184986
2022-01-08,P1201,WH_Kolkata,4775,139,1033,2260,490203
2022-01-08,P1131,WH_Kolkata,9691,1152,2376,3080,441358
2022-01-08,P1261,WH_Mumbai,5745,722,1529,1787,91206
2022-01-08,P1234,WH_Delhi,1006,1167,1905,6852,331881
2022-01-08,P1059,WH_Kolkata,1452,1650,2194,1936,496753
2022-01-08,P1083,WH_Delhi,9913,1546,2357,7211,293964
2022-01-08,P1156,WH_Mumbai,8613,749,2864,6138,448681
2022-01-08,P1264,WH_Bangalore,1087,291,1895,5903,240727
2022-01-08,P1129,WH_Bangalore,9468,1661,1040,3991,119501
2022-01-08,P1199,WH_Kolkata,4361,207,2265,2322,223258
2022-01-09,P1236,WH_Delhi,4194,435,1308,879,421933
2022-01-09,P1049,WH_Kolkata,6466,528,1975,2961,299224
2022-01-09,P1209,WH_Kolkata,6132,1783,2047,4262,230896
2022-01-09,P1130,WH_Bangalore,3543,1213,1078,6147,102433
2022-01-09,P1026,WH_Bangalore,8842,358,988,6616,150102
2022-01-09,P1098,WH_Bangalore,1969,477,2378,1075,391762
2022-01-09,P1125,WH_Bangalore,6243,247,1925,4673,163224
2022-01-09,P1124,WH_Kolkata,6002,408,1943,177,416739
2022-01-09,P1254,WH_Bangalore,1741,292,2759,5761,252771
2022-01-09,P1164,WH_Bangalore,6202,1331,1351,2768,165100
2022-01-09,P1080,WH_Delhi,727,577,446,1346,295974
2022-01-09,P1007,WH_Bangalore,5683,240,166,1988,451341
